,AL Date COW,AL Data COW,AK Date COW,AK Data COW,AZ Date COW,AZ Data COW,AR Date COW,AR Data COW,CA Date COW,CA Data COW,CO Date COW,CO Data COW,CT Date COW,CT Data COW,DC Date COW,DC Data COW,DE Date COW,DE Data COW,FL Date COW,FL Data COW,GA Date COW,GA Data COW,HI Date COW,HI Data COW,ID Date COW,ID Data COW,IL Date COW,IL Data COW,IN Date COW,IN Data COW,IA Date COW,IA Data COW,KS Date COW,KS Data COW,KY Date COW,KY Data COW,LA Date COW,LA Data COW,ME Date COW,ME Data COW,MD Date COW,MD Data COW,MA Date COW,MA Data COW,MI Date COW,MI Data COW,MN Date COW,MN Data COW,MS Date COW,MS Data COW,MO Date COW,MO Data COW,MT Date COW,MT Data COW,NE Date COW,NE Data COW,NV Date COW,NV Data COW,NH Date COW,NH Data COW,NJ Date COW,NJ Data COW,NM Date COW,NM Data COW,NY Date COW,NY Data COW,NC Date COW,NC Data COW,ND Date COW,ND Data COW,OH Date COW,OH Data COW,OK Date COW,OK Data COW,OR Date COW,OR Data COW,PA Date COW,PA Data COW,RI Date COW,RI Data COW,SC Date COW,SC Data COW,SD Date COW,SD Data COW,TN Date COW,TN Data COW,TX Date COW,TX Data COW,UT Date COW,UT Data COW,VT Date COW,VT Data COW,VA Date COW,VA Data COW,WA Date COW,WA Data COW,WV Date COW,WV Data COW,WI Date COW,WI Data COW,WY Date COW,WY Data COW,TOTAL
155,200506,6740.66621,200506,45.26146,200506,3446.03344,200506,2068.98822,200506,189.39152,200506,3027.05875,200506,332.25071,0.0,0.0,200506,417.9439,200506,5546.02125,200506,8062.55195,200506,137.70391,200506,8.15153,200506,8098.36956,200506,10743.49054,200506,3302.65938,200506,3098.497,200506,7707.72087,200506,2012.20614,200506,30.21534,200506,2650.26511,200506,1072.88722,200506,6390.46057,200506,2955.86092,200506,1662.05644,200506,6546.63415,200506,1360.00406,200506,1586.94241,200506,1611.34,200506,356.733,200506,1036.46265,200506,2588.68129,200506,1704.45613,200506,6728.28097,200506,2175.1389,200506,11712.03398,200506,3214.05246,200506,400.661,200506,10344.02598,0.0,0.0,200506,3459.75135,200506,257.00018,200506,5162.31809,200506,13004.553,200506,3104.64553,0.0,0.0,200506,2812.87558,200506,844.52329,200506,7724.26113,200506,3710.80069,200506,3674.10949,174866.99725000001
156,200505,6042.18231,200505,45.78712,200505,3421.38471,200505,1872.47648,200505,171.76351,200505,3046.31217,200505,390.92454,0.0,0.0,200505,170.02494,200505,5381.05907,200505,7644.23154,200505,141.13398,200505,6.3595,200505,6436.67945,200505,9268.50408,200505,2685.20401,200505,2682.07205,200505,7048.2403,200505,1660.74778,200505,27.72043,200505,1700.68021,200505,771.44767,200505,5101.13075,200505,2815.15022,200505,1356.96497,200505,6209.38521,200505,1383.50294,200505,1336.02944,200505,1538.95,200505,173.984,200505,578.72584,200505,2319.27307,200505,1109.5591,200505,5579.90009,200505,2425.45578,200505,9529.16602,200505,3056.88222,200505,22.429,200505,9040.64761,0.0,0.0,200505,3362.24054,200505,19.97139,200505,5107.7126,200505,12743.208,200505,3016.7257,0.0,0.0,200505,2203.1122,200505,335.52336,200505,6726.83876,200505,3415.61756,200505,2834.93931,153957.96153
157,200504,5361.85144,200504,48.38178,200504,3242.28511,200504,1459.42075,200504,156.44992,200504,2716.75755,200504,312.49003,0.0,0.0,200504,237.39809,200504,3969.02364,200504,6371.59192,200504,134.05598,200504,6.69403,200504,6303.06614,200504,8800.25479,200504,2345.23819,200504,2555.77341,200504,6664.55485,200504,1129.11944,200504,25.64556,200504,1823.62938,200504,977.2905,200504,5348.88453,200504,2613.08423,200504,1431.77875,200504,5877.04299,200504,1448.03435,200504,1506.14708,200504,999.378,200504,355.795,200504,630.14623,200504,2147.28,200504,1533.44925,200504,5596.32689,200504,2044.69705,200504,9274.01971,200504,2337.10192,200504,402.977,200504,8842.00336,0.0,0.0,200504,2659.59632,200504,131.32418,200504,4419.5668,200504,10162.967,200504,2642.16951,0.0,0.0,200504,2603.90542,200504,846.6173,200504,6317.52198,200504,3221.35531,200504,3049.09636,143083.23901999998
158,200503,6371.13545,200503,54.16918,200503,2780.4423,200503,1614.39992,200503,183.40343,200503,3224.72423,200503,326.38208,0.0,0.0,200503,466.94312,200503,4110.72099,200503,6884.04751,200503,138.37174,200503,8.13682,200503,7379.05233,200503,10437.373,200503,2230.2357,200503,2577.35109,200503,7172.45245,200503,2022.85661,200503,26.03081,200503,2423.20499,200503,995.53764,200503,5411.12528,200503,3216.12303,200503,1258.34916,200503,6149.00733,200503,1396.8418,200503,1917.93552,200503,1588.494,200503,394.243,200503,897.75888,200503,2391.61177,200503,1792.80764,200503,6574.83407,200503,2465.94208,200503,11818.98276,200503,2933.24599,200503,367.201,200503,11226.16878,0.0,0.0,200503,3078.45688,200503,317.76318,200503,4358.78905,200503,11383.234,200503,2612.41451,0.0,0.0,200503,3272.51292,200503,988.09372,200503,7508.10243,200503,3153.04027,200503,3712.65005,163612.70049
159,200502,5708.34849,200502,51.49626,200502,2419.31934,200502,2119.95293,200502,164.13678,200502,2819.54941,200502,359.63506,0.0,0.0,200502,365.84913,200502,4465.3661,200502,6131.16723,200502,120.28796,200502,7.59078,200502,7098.88024,200502,9469.30405,200502,2689.88439,200502,2443.07609,200502,6672.33924,200502,1957.52013,200502,26.19832,200502,2375.64054,200502,990.38553,200502,5648.89107,200502,2696.1082,200502,1480.51822,200502,6306.12395,200502,1431.86685,200502,1394.68935,200502,1331.538,200502,283.0,200502,861.40782,200502,2523.83479,200502,1625.37837,200502,6056.89053,200502,2501.34763,200502,10620.01717,200502,2981.92473,200502,388.164,200502,9869.1279,0.0,0.0,200502,2917.35517,200502,291.20571,200502,4547.80547,200502,11396.502,200502,2674.70878,0.0,0.0,200502,2984.17738,200502,807.40158,200502,7186.98118,200502,3132.37816,200502,3422.74215,155818.01416000002
160,200501,6850.59348,200501,57.26717,200501,3424.62633,200501,2394.52945,200501,158.59419,200501,3119.11617,200501,403.47136,0.0,0.0,200501,426.59368,200501,5641.2025,200501,6138.32219,200501,134.01486,200501,8.36031,200501,8475.62961,200501,10809.01731,200501,3168.19302,200501,3380.84198,200501,7530.26618,200501,2235.30208,200501,24.05178,200501,2655.93385,200501,1064.44104,200501,5730.36356,200501,3236.04415,200501,1669.34743,200501,6902.40559,200501,1601.81143,200501,1870.09408,200501,1678.255,200501,347.338,200501,1130.11105,200501,2488.18673,200501,1688.52732,200501,6470.00054,200501,2651.54685,200501,12538.88786,200501,3339.93989,200501,436.69076,200501,10304.93197,0.0,0.0,200501,3382.39634,200501,331.67064,200501,4816.75342,200501,13523.996,200501,3245.05143,0.0,0.0,200501,3281.83605,200501,969.92622,200501,7859.44597,200501,3683.9607,200501,3734.01909,177013.90660999998
161,200412,6392.82269,200412,57.39074,200412,3638.83186,200412,2467.60443,200412,239.37015,200412,3222.81911,200412,388.31379,0.0,0.0,200412,525.7323,200412,6037.48416,200412,6124.5041,200412,144.22437,200412,8.27758,200412,8929.04854,200412,10932.98065,200412,2969.01472,200412,3225.32968,200412,7760.35738,200412,2051.33904,200412,26.6306,200412,2519.18043,200412,1042.107,200412,6304.51461,200412,3031.88266,200412,1659.47328,200412,6411.52596,200412,1590.41984,200412,1947.44857,200412,1555.62,200412,359.1247,200412,932.25782,200412,2597.67675,200412,1750.17073,200412,6133.78195,200412,2565.28241,200412,11672.45636,200412,2920.51481,200412,395.3071,200412,11005.73133,0.0,0.0,200412,3499.05309,200412,337.3238,200412,5067.86134,200412,13497.53,200412,3294.08841,0.0,0.0,200412,3258.01159,200412,827.96425,200412,7766.28316,200412,3863.28224,200412,3807.25137,176755.20145000002
162,200411,6001.52893,200411,57.12488,200411,3022.906,200411,2105.44784,200411,150.29334,200411,2767.79657,200411,366.69382,0.0,0.0,200411,250.78313,200411,5195.24704,200411,5587.03937,200411,142.17409,200411,8.26857,200411,7926.97334,200411,9873.38728,200411,2803.23089,200411,2764.02118,200411,6209.09262,200411,1846.74715,200411,26.4301,200411,1952.58111,200411,774.29836,200411,6229.81418,200411,2798.34743,200411,1225.3937,200411,6102.36052,200411,1542.41597,200411,1848.55847,200411,1737.985,200411,399.94852,200411,790.1619,200411,2545.02375,200411,1569.37453,200411,5311.24452,200411,2438.76711,200411,9727.09073,200411,2943.66783,200411,386.8841,200411,9933.66456,0.0,0.0,200411,2902.21363,200411,324.07367,200411,4393.0427,200411,11057.803,200411,3067.81058,0.0,0.0,200411,2969.29604,200411,923.81657,200411,6943.56944,200411,3684.33352,200411,3807.26662,157435.99420000002
163,200410,6633.4628,200410,56.71056,200410,3264.13101,200410,1813.51303,200410,173.6846,200410,2878.95381,200410,246.11093,0.0,0.0,200410,162.21624,200410,5072.75397,200410,5999.18325,200410,145.68783,200410,8.29866,200410,7434.39569,200410,10061.59492,200410,3008.82136,200410,2632.20127,200410,6598.16228,200410,1954.92527,200410,28.61347,200410,2069.60882,200410,804.65166,200410,5936.21533,200410,3078.90616,200410,1238.95542,200410,5794.13199,200410,1614.88231,200410,1863.02879,200410,1669.436,200410,301.09803,200410,868.03428,200410,2473.51475,200410,1697.85755,200410,5589.53034,200410,2170.91218,200410,10542.0676,200410,2623.81587,200410,433.0981,200410,8396.7652,0.0,0.0,200410,2755.33813,200410,238.15558,200410,4630.67316,200410,12034.534,200410,3262.96753,0.0,0.0,200410,2757.65362,200410,1000.95004,200410,6344.78883,200410,3597.23096,200410,3642.87224,157605.09541999997
164,200409,6114.84107,200409,53.26375,200409,3412.07349,200409,2429.34273,200409,185.51206,200409,2913.87575,200409,295.27482,0.0,0.0,200409,415.2539,200409,5017.76257,200409,6319.44514,200409,140.92581,200409,8.2894,200409,7964.47843,200409,10212.64689,200409,3073.61564,200409,2834.89255,200409,7012.25369,200409,2195.80872,200409,25.18818,200409,2543.8581,200409,777.16553,200409,5919.00339,200409,2976.12909,200409,1548.59343,200409,6320.4166,200409,1453.58172,200409,1813.69332,200409,1706.446,200409,381.24189,200409,974.20397,200409,2542.96475,200409,1923.652,200409,5141.15059,200409,2119.23297,200409,10274.77991,200409,3097.00651,200409,413.7861,200409,9253.48986,0.0,0.0,200409,3032.03506,200409,290.88221,200409,4595.16322,200409,13137.734,200409,3123.53671,0.0,0.0,200409,3094.11745,200409,974.58427,200409,7001.37076,200409,3308.4527,200409,3889.90665,164252.92334999994
165,200408,7195.63654,200408,55.09655,200408,3564.92987,200408,2438.98573,200408,208.4758,200408,3243.89714,200408,385.8437,0.0,0.0,200408,367.6641,200408,6017.30151,200408,7465.62428,200408,142.00557,200408,8.28057,200408,8191.01841,200408,10326.39108,200408,3184.53193,200408,3035.2595,200408,7577.26494,200408,2266.70999,200408,28.48183,200408,2612.89308,200408,976.18581,200408,6037.16173,200408,2986.44892,200408,1686.74373,200408,6816.67649,200408,1516.60585,200408,1925.19734,200408,1743.646,200408,403.87426,200408,911.42983,200408,2740.09075,200408,2038.54376,200408,6683.58582,200408,2452.94887,200408,10848.65242,200408,3249.19804,200408,342.5501,200408,10659.91135,0.0,0.0,200408,3643.39341,200408,291.10507,200408,5186.24028,200408,13632.9,200408,3050.06112,0.0,0.0,200408,3242.1054,200408,986.90894,200408,8007.41596,200408,3888.43916,200408,3917.03005,178181.34257999994
166,200407,7491.4918,200407,46.93914,200407,3541.6881,200407,2510.25373,200407,217.64421,200407,3150.41087,200407,378.07747,0.0,0.0,200407,492.9072,200407,5988.23434,200407,8075.37815,200407,132.59938,200407,8.28623,200407,8593.35382,200407,10539.34003,200407,3194.25535,200407,3188.31886,200407,7880.84615,200407,2226.84378,200407,29.37708,200407,2706.5216,200407,1043.8612,200407,5956.10236,200407,2987.1348,200407,1706.04338,200407,7024.69894,200407,1418.08486,200407,1811.25926,200407,1395.624,200407,374.46118,200407,1140.03658,200407,2617.00775,200407,2135.55547,200407,7245.89939,200407,2532.4386,200407,11418.61627,200407,3348.49005,200407,19.0971,200407,10545.61723,0.0,0.0,200407,3707.28146,200407,275.20346,200407,5447.60549,200407,13642.73,200407,3248.01183,0.0,0.0,200407,3400.37432,200407,868.8611,200407,8360.19291,200407,3765.15923,200407,3663.60512,181491.82063
167,200406,6986.07277,200406,51.46038,200406,3460.07993,200406,2387.29496,200406,191.84812,200406,2856.08956,200406,356.69772,0.0,0.0,200406,376.90598,200406,6075.31348,200406,7573.79961,200406,128.58306,200406,8.28238,200406,7707.82908,200406,10406.81506,200406,2921.95743,200406,2925.48423,200406,7390.47136,200406,2041.82192,200406,27.50415,200406,2487.69792,200406,731.10627,200406,5372.02666,200406,2758.46928,200406,1461.54476,200406,6236.23073,200406,1156.68725,200406,1398.8881,200406,1620.979,200406,394.65855,200406,894.98024,200406,2638.43475,200406,1994.39176,200406,6273.55544,200406,2391.1963,200406,11197.17185,200406,2933.17858,200406,-0.7909,200406,9161.66019,0.0,0.0,200406,3562.15233,200406,220.78138,200406,5100.9142,200406,12706.256,200406,3195.55821,0.0,0.0,200406,3030.08644,200406,675.23308,200406,7405.86667,200406,3233.2151,200406,3535.46494,167641.90626
168,200405,6631.01807,200405,51.93149,200405,3259.97124,200405,1820.47054,200405,164.01815,200405,2831.31412,200405,363.60517,0.0,0.0,200405,340.78102,200405,5625.68602,200405,7580.57501,200405,136.02926,200405,8.26668,200405,7398.02389,200405,9193.47304,200405,2347.62946,200405,2998.32399,200405,7200.70713,200405,2255.35376,200405,31.33817,200405,2041.02622,200405,614.62379,200405,5014.14294,200405,2451.59904,200405,1487.14419,200405,5863.55063,200405,1057.17195,200405,1208.14048,200405,1462.523,200405,232.25144,200405,543.41007,200405,2547.43575,200405,1747.46133,200405,6576.54968,200405,2145.85881,200405,10668.78962,200405,2276.48644,200405,-0.1449,200405,8694.03381,0.0,0.0,200405,3236.55216,200405,337.05823,200405,4840.35288,200405,13110.702,200405,3226.60769,0.0,0.0,200405,2719.62753,200405,375.58166,200405,6351.92219,200405,3165.7414,200405,2781.66098,157016.37722
169,200404,4760.92287,200404,53.53661,200404,3126.43177,200404,1437.25154,200404,79.46481,200404,2673.87982,200404,318.65422,0.0,0.0,200404,447.71678,200404,4354.63413,200404,5707.1993,200404,108.56413,200404,8.24818,200404,6179.42446,200404,9108.32006,200404,2569.86425,200404,2508.22868,200404,5959.73455,200404,1568.19521,200404,33.29898,200404,2038.76396,200404,925.37265,200404,5029.67023,200404,2323.57848,200404,1198.79257,200404,5840.31513,200404,1212.23734,200404,1534.03059,200404,965.04,200404,173.80611,200404,733.04157,200404,2026.54375,200404,1761.74233,200404,5611.93599,200404,1974.01233,200404,9240.15997,200404,1885.89138,200404,377.1391,200404,9009.45099,0.0,0.0,200404,2789.30728,200404,306.52763,200404,4486.63931,200404,10760.462,200404,2766.62406,0.0,0.0,200404,2385.68552,200404,961.60847,200404,5763.16386,200404,3134.88654,200404,3250.95671,141470.95619999996
170,200403,5401.99714,200403,56.2122,200403,3047.54498,200403,1595.31365,200403,206.80135,200403,3015.19024,200403,383.56658,0.0,0.0,200403,436.7644,200403,4694.44324,200403,5638.85203,200403,127.76527,200403,8.21471,200403,7257.77834,200403,9440.33766,200403,2817.92394,200403,2528.18521,200403,6949.87261,200403,1217.09824,200403,36.62155,200403,2545.60059,200403,984.90909,200403,5802.33714,200403,2523.44016,200403,1145.99683,200403,5941.51263,200403,1673.63079,200403,1557.82226,200403,1626.617,200403,318.65041,200403,868.74098,200403,2100.56475,200403,2001.1669,200403,6766.89137,200403,2336.10315,200403,10186.76001,200403,2224.56734,200403,411.5961,200403,9944.81395,0.0,0.0,200403,2823.69382,200403,346.22283,200403,4391.2275,200403,10320.028,200403,2578.04468,0.0,0.0,200403,2648.04728,200403,942.14692,200403,7482.99091,200403,3288.94594,200403,3644.86653,154288.41919999997
171,200402,5157.44821,200402,54.52259,200402,2837.4702,200402,1947.99715,200402,210.96475,200402,3045.26108,200402,371.02175,0.0,0.0,200402,426.56171,200402,4849.30292,200402,6691.41698,200402,125.83747,200402,8.24347,200402,8087.7412,200402,9500.10572,200402,3184.22744,200402,2746.5654,200402,7307.38134,200402,1852.86352,200402,31.18975,200402,2738.06297,200402,949.04542,200402,5245.83543,200402,2771.97316,200402,1467.71215,200402,5882.95671,200402,1500.33166,200402,1684.68065,200402,1408.555,200402,351.18974,200402,863.07942,200402,2060.78075,200402,2156.48854,200402,6971.49329,200402,2377.25016,200402,10198.95234,200402,2987.93847,200402,382.1291,200402,10035.97699,0.0,0.0,200402,3238.53178,200402,315.52768,200402,4679.54479,200402,11855.456,200402,2650.92604,0.0,0.0,200402,2914.4938,200402,910.57408,200402,7352.96777,200402,3527.187,200402,3587.32864,161503.09217999995
172,200401,6064.38147,200401,54.79082,200401,3634.4976,200401,2400.08735,200401,209.73099,200401,3248.90241,200401,401.21193,0.0,0.0,200401,500.54856,200401,5933.6104,200401,7179.94554,200401,129.35508,200401,8.24661,200401,8731.56243,200401,11075.53953,200401,3197.12393,200401,3206.53545,200401,8274.36694,200401,2180.10487,200401,34.73617,200401,2939.66325,200401,903.03494,200401,5759.19543,200401,3312.29843,200401,1651.29481,200401,6789.17867,200401,1644.17845,200401,1864.33731,200401,1364.794,200401,385.77019,200401,803.10691,200401,2373.86075,200401,2076.29911,200401,7240.49684,200401,2560.22143,200401,12181.28471,200401,3310.63046,200401,395.0101,200401,10534.66788,0.0,0.0,200401,3732.66832,200401,337.13947,200401,5240.36722,200401,13128.52,200401,3153.61715,0.0,0.0,200401,3236.50734,200401,961.10117,200401,8804.06517,200401,3691.3025,200401,3817.53043,180657.42051999999
173,200312,6208.134,200312,56.909,200312,3497.167,200312,2349.666,200312,201.977,200312,3271.323,200312,360.817,0.0,0.0,200312,254.175,200312,5609.815,200312,7098.267,200312,143.341,200312,5.457,200312,8073.451,200312,10282.508,200312,2889.735,200312,3293.325,200312,7623.996,200312,2231.183,200312,37.89,200312,2897.821,200312,710.218,200312,5882.813,200312,3166.851,200312,1428.316,200312,6845.9,200312,1610.254,200312,1921.592,200312,1698.988,200312,403.941,200312,768.849,200312,2548.829,200312,2085.995,200312,7141.792,200312,2731.778,200312,11850.774,200312,3342.389,200312,365.648,200312,10618.32,0.0,0.0,200312,3504.087,200312,159.62,200312,5341.778,200312,12680.547,200312,3121.769,0.0,0.0,200312,3521.976,200312,1008.874,200312,7909.444,200312,3739.781,200312,3793.392,176291.47199999995
174,200311,6089.096,200311,51.891,200311,3245.053,200311,2287.184,200311,201.18,200311,2998.913,200311,192.626,0.0,0.0,200311,226.605,200311,4810.683,200311,5335.972,200311,134.122,200311,5.482,200311,7352.579,200311,9214.38,200311,2843.04,200311,2820.066,200311,6266.631,200311,1903.904,200311,27.446,200311,2439.068,200311,953.165,200311,5649.087,200311,2966.434,200311,1264.787,200311,6007.596,200311,1394.555,200311,1756.156,200311,1706.769,200311,358.39,200311,803.492,200311,2115.397,200311,1889.266,200311,5689.527,200311,2554.351,200311,11301.127,200311,2768.362,200311,399.444,200311,9230.443,0.0,0.0,200311,3099.937,200311,314.357,200311,4474.758,200311,11767.527,200311,3031.792,0.0,0.0,200311,2971.834,200311,856.47,200311,7149.263,200311,3625.915,200311,3677.072,158223.19400000002
175,200310,6381.419,200310,51.834,200310,3271.872,200310,2030.102,200310,205.731,200310,2953.671,200310,387.707,0.0,0.0,200310,170.097,200310,4690.118,200310,6177.818,200310,139.744,200310,5.083,200310,6725.157,200310,8573.547,200310,3077.621,200310,2963.893,200310,6246.981,200310,1907.585,200310,26.897,200310,2154.679,200310,912.305,200310,5592.886,200310,2978.786,200310,1641.908,200310,5832.109,200310,1574.336,200310,1812.399,200310,1578.595,200310,405.326,200310,852.353,200310,2182.459,200310,1893.238,200310,5208.541,200310,2371.773,200310,11733.478,200310,2930.199,200310,409.656,200310,9248.38,0.0,0.0,200310,2963.111,200310,317.433,200310,4735.623,200310,12373.274,200310,3047.387,0.0,0.0,200310,3044.625,200310,1021.393,200310,7346.953,200310,3691.678,200310,3481.181,159322.94100000002
176,200309,6958.734,200309,47.207,200309,3320.488,200309,2354.334,200309,213.888,200309,2818.889,200309,349.689,0.0,0.0,200309,391.411,200309,5842.408,200309,7063.804,200309,124.574,200309,7.014,200309,7397.623,200309,9505.64,200309,2919.01,200309,2717.844,200309,6469.277,200309,1897.854,200309,37.882,200309,2527.34,200309,838.581,200309,5741.275,200309,2985.89,200309,1465.345,200309,5774.359,200309,1559.229,200309,1807.737,200309,1572.48,200309,344.307,200309,872.197,200309,2101.055,200309,1929.822,200309,6414.334,200309,2220.064,200309,10972.356,200309,2793.638,200309,389.173,200309,9636.267,0.0,0.0,200309,3255.285,200309,303.715,200309,5034.17,200309,12744.896,200309,3064.771,0.0,0.0,200309,3071.024,200309,864.66,200309,7168.754,200309,3559.464,200309,3460.242,164909.99999999997
177,200308,7526.258,200308,31.179,200308,3436.456,200308,2315.207,200308,210.4,200308,3254.406,200308,381.469,0.0,0.0,200308,483.845,200308,6372.589,200308,8058.921,200308,140.208,200308,9.737,200308,8722.187,200308,11054.53,200308,3387.597,200308,3220.071,200308,7775.45,200308,2229.127,200308,36.468,200308,2863.785,200308,1068.986,200308,5726.72,200308,3182.439,200308,1748.241,200308,7200.716,200308,1579.687,200308,1883.906,200308,1438.238,200308,383.256,200308,1010.512,200308,2709.341,200308,2072.249,200308,7429.089,200308,2728.025,200308,12447.184,200308,3298.45,200308,405.031,200308,10847.175,0.0,0.0,200308,3533.271,200308,328.756,200308,5535.196,200308,13346.09,200308,3293.188,0.0,0.0,200308,3572.214,200308,1030.448,200308,8406.42,200308,3994.737,200308,3622.37,185331.82499999998
178,200307,7368.41,200307,29.524,200307,3672.146,200307,2365.243,200307,216.013,200307,3344.072,200307,339.367,0.0,0.0,200307,440.71,200307,6468.649,200307,7435.786,200307,140.472,200307,11.177,200307,8463.429,200307,10656.369,200307,3220.696,200307,3333.894,200307,7743.805,200307,2021.411,200307,35.314,200307,2880.928,200307,989.12,200307,6500.62,200307,3216.269,200307,1653.931,200307,7132.907,200307,1556.988,200307,1965.567,200307,1428.255,200307,296.088,200307,1017.706,200307,2638.306,200307,2211.692,200307,6649.133,200307,2664.509,200307,11743.858,200307,3534.041,200307,402.551,200307,10518.699,0.0,0.0,200307,3507.32,200307,319.776,200307,5206.361,200307,13215.683,200307,3336.09,0.0,0.0,200307,3419.437,200307,965.111,200307,7844.356,200307,3954.12,200307,3776.41,181852.31900000002
179,200306,6974.724,200306,35.864,200306,3265.468,200306,2200.605,200306,197.728,200306,2968.705,200306,380.347,0.0,0.0,200306,227.219,200306,6018.753,200306,6802.976,200306,136.721,200306,9.248,200306,7036.953,200306,9410.103,200306,2932.237,200306,2872.224,200306,7000.822,200306,1859.819,200306,33.073,200306,2109.0,200306,578.978,200306,5562.031,200306,2860.32,200306,1578.673,200306,6388.752,200306,1343.417,200306,1766.678,200306,1538.343,200306,364.206,200306,658.14,200306,2520.884,200306,1834.89,200306,6088.509,200306,2223.088,200306,10604.28,200306,3040.889,200306,378.809,200306,9160.514,0.0,0.0,200306,3185.59,200306,219.561,200306,3831.369,200306,12899.099,200306,2998.328,0.0,0.0,200306,2982.552,200306,864.844,200306,7858.43,200306,3165.401,200306,3315.465,162284.62900000002
180,200305,6196.454,200305,46.952,200305,3015.47,200305,1565.836,200305,168.217,200305,2891.44,200305,351.8,0.0,0.0,200305,192.836,200305,6213.48,200305,6362.77,200305,139.718,200305,10.212,200305,5914.922,200305,9237.736,200305,2522.785,200305,2694.267,200305,6366.079,200305,2074.399,200305,28.471,200305,1544.37,200305,887.743,200305,5212.264,200305,2940.647,200305,1544.266,200305,5498.37,200305,1210.882,200305,1189.323,200305,886.09,200305,190.881,200305,348.034,200305,2575.026,200305,1539.418,200305,5328.253,200305,2044.714,200305,10671.622,200305,2973.685,200305,16.514,200305,8539.114,0.0,0.0,200305,2757.268,200305,304.496,200305,3349.641,200305,12438.03,200305,3162.534,0.0,0.0,200305,2553.323,200305,846.316,200305,7588.611,200305,3054.419,200305,3073.277,150262.975
181,200304,5066.346,200304,43.262,200304,2707.945,200304,1298.562,200304,123.757,200304,2832.471,200304,357.243,0.0,0.0,200304,338.571,200304,4942.485,200304,5709.968,200304,133.725,200304,9.315,200304,5976.905,200304,9296.618,200304,2832.3,200304,2596.247,200304,6288.641,200304,1098.322,200304,28.606,200304,2306.616,200304,944.16,200304,5577.348,200304,2667.883,200304,1316.869,200304,4578.192,200304,892.876,200304,1381.338,200304,947.586,200304,128.582,200304,568.157,200304,2377.079,200304,1747.039,200304,4747.503,200304,2080.963,200304,9622.063,200304,2832.495,200304,399.222,200304,8857.629,0.0,0.0,200304,2321.673,200304,272.251,200304,3773.905,200304,11154.707,200304,2749.274,0.0,0.0,200304,2007.785,200304,782.973,200304,7109.097,200304,3140.45,200304,2992.976,141959.98
182,200303,5583.222,200303,52.134,200303,2587.753,200303,1436.921,200303,181.775,200303,2867.605,200303,330.354,0.0,0.0,200303,477.629,200303,4889.487,200303,6279.052,200303,141.503,200303,6.503,200303,6595.759,200303,9632.619,200303,3082.926,200303,2726.729,200303,6719.21,200303,1731.294,200303,31.526,200303,2400.378,200303,946.491,200303,5525.872,200303,2658.446,200303,1171.901,200303,6060.383,200303,1409.808,200303,1857.084,200303,1383.78,200303,319.039,200303,961.995,200303,2321.448,200303,2012.329,200303,6343.28,200303,2705.091,200303,10739.829,200303,2950.083,200303,408.259,200303,9224.016,0.0,0.0,200303,2840.151,200303,295.806,200303,4507.229,200303,10129.457,200303,2463.1,0.0,0.0,200303,2802.652,200303,970.435,200303,7401.044,200303,3141.666,200303,3696.722,155001.77500000002
183,200302,5850.567,200302,48.861,200302,2742.393,200302,1561.198,200302,194.889,200302,2764.025,200302,379.525,0.0,0.0,200302,418.107,200302,5332.085,200302,5645.215,200302,127.281,200302,6.162,200302,7296.289,200302,9836.278,200302,2867.903,200302,2601.433,200302,7230.63,200302,1761.124,200302,25.835,200302,2692.081,200302,980.241,200302,4809.31,200302,2927.17,200302,1033.755,200302,6173.917,200302,1463.724,200302,1714.588,200302,1270.8,200302,366.679,200302,882.462,200302,2155.534,200302,2114.362,200302,6480.378,200302,2358.265,200302,10810.821,200302,2886.006,200302,364.739,200302,9206.954,0.0,0.0,200302,2963.43,200302,269.193,200302,4167.011,200302,10669.543,200302,2532.41,0.0,0.0,200302,3227.583,200302,865.235,200302,8137.094,200302,3290.035,200302,3479.364,156982.484
184,200301,6493.028,200301,54.048,200301,3329.199,200301,1739.308,200301,210.749,200301,3150.104,200301,389.352,0.0,0.0,200301,405.289,200301,6484.029,200301,6667.941,200301,142.728,200301,4.901,200301,8426.095,200301,11055.953,200301,3244.093,200301,3269.623,200301,8329.017,200301,2172.908,200301,27.124,200301,3123.019,200301,1086.501,200301,5997.258,200301,3104.393,200301,1234.611,200301,6718.583,200301,1452.879,200301,1897.806,200301,1636.035,200301,362.608,200301,1045.665,200301,2567.486,200301,2250.768,200301,7255.893,200301,2744.688,200301,12271.746,200301,3326.089,200301,365.801,200301,10922.363,0.0,0.0,200301,3500.899,200301,326.239,200301,4964.256,200301,13570.658,200301,3178.005,0.0,0.0,200301,3918.326,200301,1013.039,200301,8549.517,200301,3359.55,200301,3972.982,181313.15199999997
